parent class,rdfs:label,IRI
Procedure (procedure),Constant observation (regime/therapy),http://snomed.info/id/399230009
Procedure (procedure),Repatriation by air travel (procedure),http://snomed.info/id/711432003
Procedure (procedure),Provision of bedside sitter (regime/therapy),http://snomed.info/id/425744001
Procedure (procedure),Hemodilution techniques (procedure),http://snomed.info/id/405658004
Procedure (procedure),Psychological therapies (procedure),http://snomed.info/id/390822007
Procedure (procedure),Psychological therapies - 1-3 contacts/month (procedure),http://snomed.info/id/391239008
Procedure (procedure),Reversal of sedation (procedure),http://snomed.info/id/241714002
Procedure (procedure),"Second patient ""call"" (procedure)",http://snomed.info/id/185540003
Procedure (procedure),Notification of tetanus (procedure),http://snomed.info/id/170524008
Procedure (procedure),Child development check call (procedure),http://snomed.info/id/308401006
Procedure (procedure),Discharge from anesthetic service (procedure),http://snomed.info/id/306564005
Procedure (procedure),Obesity monitoring third letter (procedure),http://snomed.info/id/185746007
Procedure (procedure),Adult abnormal - Second recall (procedure),http://snomed.info/id/185660003
Procedure (procedure),"Autopsy, clerical with coding procedure (procedure)",http://snomed.info/id/29915004
Procedure (procedure),Laboratory test with detection limit of <20mg/L (procedure),http://snomed.info/id/118184002
Procedure (procedure),Ziehl-Neelsen stain method (procedure),http://snomed.info/id/406979008
Procedure (procedure),Provider-initiated encounter (procedure),http://snomed.info/id/270430005
Procedure (procedure),Clinical immunology service (procedure),http://snomed.info/id/310040002
Procedure (procedure),Sample dilution method for analyte measurement (procedure),http://snomed.info/id/117351005
Procedure (procedure),"Blood donor rejection, clerical (procedure)",http://snomed.info/id/22370005
Procedure (procedure),Encounter by computer link (procedure),http://snomed.info/id/185320006
Procedure (procedure),Notification of malaria (procedure),http://snomed.info/id/170520004
Procedure (procedure),Clinical molecular genetics service (procedure),http://snomed.info/id/310051002
Procedure (procedure),Fresh gas oxygen concentration monitoring (regime/therapy),http://snomed.info/id/284037002
Procedure (procedure),Home visit for cystostomy care and maintenance (procedure),http://snomed.info/id/441244001
Procedure (procedure),Neutrophil alkaline phosphatase stain method (procedure),http://snomed.info/id/406901007
Procedure (procedure),Mental health addiction programs - 1-3 contacts/month (procedure),http://snomed.info/id/391212000
Procedure (procedure),Trial for daily interruption of sedation during mechanically assisted ventilation (procedure),http://snomed.info/id/424282004
Procedure (procedure),Activity care (regime/therapy),http://snomed.info/id/370864003
Procedure (procedure),Administrative transfer procedure (procedure),http://snomed.info/id/308291000
Procedure (procedure),Specimen processing (procedure),http://snomed.info/id/9265001
Procedure (procedure),Microwave heating of tissue specimen (procedure),http://snomed.info/id/433455005
Procedure (procedure),Hall's bilirubin stain (procedure),http://snomed.info/id/422329009
Procedure (procedure),Monitoring mechanical heart support device (regime/therapy),http://snomed.info/id/713118002
Procedure (procedure),Mental health support groups staff facilitated - 1-2 contacts/week (procedure),http://snomed.info/id/391223001
Procedure (procedure),Deregistration procedure (procedure),http://snomed.info/id/310410007
Procedure (procedure),Hypertension monitoring verbal invite (procedure),http://snomed.info/id/185722000
Procedure (procedure),Attach identification bracelet to subject (procedure),http://snomed.info/id/439473004
Procedure (procedure),Death notification from hospital (procedure),http://snomed.info/id/184275008
Procedure (procedure),Chronic disease monitoring - first recall (procedure),http://snomed.info/id/185679000
Procedure (procedure),Observation while in seclusion (regime/therapy),http://snomed.info/id/225405007
Procedure (procedure),Adult screening - third recall (procedure),http://snomed.info/id/185657005
Procedure (procedure),Chart abstracting (procedure),http://snomed.info/id/6035001
Procedure (procedure),Learning facilitation (regime/therapy),http://snomed.info/id/386346000
Procedure (procedure),Autopsy pathology procedure AND/OR service (procedure),http://snomed.info/id/108259003
Procedure (procedure),Sickness/injury care (regime/therapy),http://snomed.info/id/385987000
Procedure (procedure),Operative termination of pregnancy (procedure),http://snomed.info/id/302375005
Procedure (procedure),Home care of patient (regime/therapy),http://snomed.info/id/60689008
Procedure (procedure),Resorption rate measurement (procedure),http://snomed.info/id/69957006
Procedure (procedure),Sustenance support (regime/therapy),http://snomed.info/id/386459007
Procedure (procedure),Chromosome analysis (procedure),http://snomed.info/id/88960003
Procedure (procedure),Application procedure (administrative) (procedure),http://snomed.info/id/307948001
Procedure (procedure),Care of equipment and devices (regime/therapy),http://snomed.info/id/225356004
Procedure (procedure),Discharge from psychiatry service (procedure),http://snomed.info/id/306607005
Procedure (procedure),Medical care (regime/therapy),http://snomed.info/id/781087000
Procedure (procedure),Enrollment in clinical trial (procedure),http://snomed.info/id/709491003
Procedure (procedure),Patient recall procedure (procedure),http://snomed.info/id/308400007
Procedure (procedure),Regimes and therapies (regime/therapy),http://snomed.info/id/243120004
Procedure (procedure),Emergency treatment registration (procedure),http://snomed.info/id/275608003
Procedure (procedure),Promotion of self-bathing (procedure),http://snomed.info/id/733916006
Procedure (procedure),Preoxygenation by vital capacity breaths (procedure),http://snomed.info/id/417028004
Procedure (procedure),Liaising with police regarding subject (procedure),http://snomed.info/id/428453008
Procedure (procedure),Cytopathology clerical procedure including coding (procedure),http://snomed.info/id/14361005
Procedure (procedure),Clinical neurophysiology service (procedure),http://snomed.info/id/310041003
Procedure (procedure),Hormone replacement monitoring invitation (procedure),http://snomed.info/id/310426008
Procedure (procedure),Offering of child and adolescent mental health service choice appointment (procedure),http://snomed.info/id/702778004
Procedure (procedure),"Immunoassay, semi-quantitative, multiple step method (procedure)",http://snomed.info/id/104418003
Procedure (procedure),In-house dermatology (procedure),http://snomed.info/id/185491002
Procedure (procedure),Active surveillance (regime/therapy),http://snomed.info/id/424313000
Procedure (procedure),Core temperature monitoring (regime/therapy),http://snomed.info/id/284026003
Procedure (procedure),Preparation of large slide from specimen (procedure),http://snomed.info/id/787372006
Procedure (procedure),Transportation by own transport (procedure),http://snomed.info/id/715957006
Procedure (procedure),Prevention/screening invitation (procedure),http://snomed.info/id/310422005
Procedure (procedure),Positioning baby at breast (procedure),http://snomed.info/id/432137002
Procedure (procedure),Surgical pathology procedure (procedure),http://snomed.info/id/39228008
Procedure (procedure),Medication action/side effects care (regime/therapy),http://snomed.info/id/409058006
Procedure (procedure),Discharge from young disabled service (procedure),http://snomed.info/id/306809006
Procedure (procedure),Chest medicine service (procedure),http://snomed.info/id/310037002
Procedure (procedure),Breathlessness care (regime/therapy),http://snomed.info/id/719415004
Procedure (procedure),Laboratory procedure (procedure),http://snomed.info/id/108252007
Procedure (procedure),Analysis using digital polymerase chain reaction technique (procedure),http://snomed.info/id/444268008
Procedure (procedure),Care provision regime (regime/therapy),http://snomed.info/id/225351009
Procedure (procedure),Respiratory medicine service (procedure),http://snomed.info/id/310039004
Procedure (procedure),Culture of embryo with coculture of oocytes (procedure),http://snomed.info/id/441427002
Procedure (procedure),Discharge from professionals allied to medicine service (procedure),http://snomed.info/id/306621007
Procedure (procedure),Psychological therapies - Part day : day care (procedure),http://snomed.info/id/391229002
Procedure (procedure),Social service procedure (procedure),http://snomed.info/id/410606002
Procedure (procedure),Activation test (procedure),http://snomed.info/id/33230000
Procedure (procedure),Planned mental health assessment - Full day : day care (procedure),http://snomed.info/id/391042008
Procedure (procedure),Identification of altered perception (procedure),http://snomed.info/id/711024000
Procedure (procedure),Police request to attend and examine (procedure),http://snomed.info/id/184967007
Procedure (procedure),Observation of altered perception (regime/therapy),http://snomed.info/id/710979003
Procedure (procedure),Sampling of tissue specimen (procedure),http://snomed.info/id/433465004
Procedure (procedure),Completion of learning disabilities health action plan (procedure),http://snomed.info/id/712491005
Procedure (procedure),Gross organ fixation and special preparation (procedure),http://snomed.info/id/66910006
Procedure (procedure),Immunization call (procedure),http://snomed.info/id/308433002
Procedure (procedure),Support for dignified dying (regime/therapy),http://snomed.info/id/710819007
Procedure (procedure),Social service at home (procedure),http://snomed.info/id/31532004
Procedure (procedure),Minimal supervision (regime/therapy),http://snomed.info/id/225862000
Procedure (procedure),"Psychotherapeutic, behavioral and/or communication procedure (procedure)",http://snomed.info/id/282259008
Procedure (procedure),Registration for online access to local general practice service (procedure),http://snomed.info/id/720582003
Procedure (procedure),Neurological observation regime (regime/therapy),http://snomed.info/id/309467002
Procedure (procedure),In-house ophthalmology (procedure),http://snomed.info/id/185498008
Procedure (procedure),Tissue frozen section technique (procedure),http://snomed.info/id/817011007
Procedure (procedure),Cervical smear - third recall (procedure),http://snomed.info/id/185605005
Procedure (procedure),Informing of incident (procedure),http://snomed.info/id/223460002
Procedure (procedure),Care of neurological patient (regime/therapy),http://snomed.info/id/133893008
Procedure (procedure),Social network analysis (regime/therapy),http://snomed.info/id/408929001
Procedure (procedure),Intensive mental health care (regime/therapy),http://snomed.info/id/405794005
Procedure (procedure),Behavior assessment (procedure),http://snomed.info/id/165309004
Procedure (procedure),Providing care according to standard (regime/therapy),http://snomed.info/id/372921003
Procedure (procedure),"Special surgical pathology procedure, explain by report (procedure)",http://snomed.info/id/49052008
Procedure (procedure),Clinical genetics service (procedure),http://snomed.info/id/310049001
Procedure (procedure),Admission review (procedure),http://snomed.info/id/177079006
Procedure (procedure),Measurement of volume of platelets transfused (procedure),http://snomed.info/id/104086003
Procedure (procedure),Fasting (regime/therapy),http://snomed.info/id/792805006
Procedure (procedure),Medical procedure AND/OR service (procedure),http://snomed.info/id/108216008
Procedure (procedure),Flow cytometry (procedure),http://snomed.info/id/64444005
Procedure (procedure),Acid phosphatase stain method (procedure),http://snomed.info/id/406792001
Procedure (procedure),"Cold incubation of serum, 6 days (procedure)",http://snomed.info/id/117335002
Procedure (procedure),Control of room temperature (procedure),http://snomed.info/id/278417005
Procedure (procedure),Early intervention in psychosis HRGs (procedure),http://snomed.info/id/391269001
Procedure (procedure),Cervical smear - First recall (procedure),http://snomed.info/id/185603003
Procedure (procedure),Child examn/reports/meetings (procedure),http://snomed.info/id/271453001
Procedure (procedure),Hypothyroidism monitoring verbal invite (procedure),http://snomed.info/id/416326003
Procedure (procedure),Documentation procedure (procedure),http://snomed.info/id/23745001
Procedure (procedure),Immunoglobulin gene rearrangement assay (procedure),http://snomed.info/id/35389006
Procedure (procedure),N MYC gene amplification (procedure),http://snomed.info/id/26787006
Procedure (procedure),Delivery length of stay booking (procedure),http://snomed.info/id/410540005
Procedure (procedure),Discharge to police custody (procedure),http://snomed.info/id/306705005
Procedure (procedure),Staining method (procedure),http://snomed.info/id/127790008
Procedure (procedure),Preparation of workmen's compensation claim for occupational/industrial disease or condition (procedure),http://snomed.info/id/22305001
Procedure (procedure),Well adult monitoring telephone invite (procedure),http://snomed.info/id/185834001
Procedure (procedure),Financial audit (procedure),http://snomed.info/id/15807005
Procedure (procedure),Certification procedure (procedure),http://snomed.info/id/310417005
Procedure (procedure),Procedure related to anesthesia and sedation (procedure),http://snomed.info/id/399248000
Procedure (procedure),Ambulating with assistance of two people (procedure),http://snomed.info/id/707740009
Procedure (procedure),"Surgical pathology specimen, clerical procedure including coding of diagnoses (procedure)",http://snomed.info/id/50322008
Procedure (procedure),Promotion of positive relationship (procedure),http://snomed.info/id/710155001
Procedure (procedure),Moving subject from bed to chair (procedure),http://snomed.info/id/445970000
Procedure (procedure),Obesity monitoring invitation (procedure),http://snomed.info/id/310428009
Procedure (procedure),Psychiatry procedure or service (procedure),http://snomed.info/id/24642003
Procedure (procedure),Adult abnormal - third recall (procedure),http://snomed.info/id/185661004
Procedure (procedure),Issuing of certificate of incapacity (procedure),http://snomed.info/id/450771002
Procedure (procedure),In vitro fertilization using donor eggs (procedure),http://snomed.info/id/425866000
Procedure (procedure),Transportation by emergency ambulance (procedure),http://snomed.info/id/715542009
Procedure (procedure),"Blood concentration, test strip measurement (procedure)",http://snomed.info/id/250414003
Procedure (procedure),Provider-specific procedure (procedure),http://snomed.info/id/127777001
Procedure (procedure),Adjunctive care (regime/therapy),http://snomed.info/id/110461004
Procedure (procedure),Invitation to participate in research study (procedure),http://snomed.info/id/780816009
Procedure (procedure),Night hospital care (regime/therapy),http://snomed.info/id/183483009
Procedure (procedure),Wheelchair tolerance assessment (procedure),http://snomed.info/id/424184006
Procedure (procedure),Specimen centrifugation (procedure),http://snomed.info/id/73373003
Procedure (procedure),Death certification (procedure),http://snomed.info/id/308646001
Procedure (procedure),Euthanasia by barbiturate (procedure),http://snomed.info/id/91130003
Procedure (procedure),Care for mentally disordered offenders (regime/therapy),http://snomed.info/id/390820004
Procedure (procedure),Mail administration procedure (procedure),http://snomed.info/id/307780009
Procedure (procedure),Child development - first default recall (procedure),http://snomed.info/id/185573005
Procedure (procedure),Deafness remedial therapy (regime/therapy),http://snomed.info/id/183280009
Procedure (procedure),Home visit request by patient (procedure),http://snomed.info/id/185460008
Procedure (procedure),"Initial patient ""call"" (procedure)",http://snomed.info/id/185539000
Procedure (procedure),Concurrent audit (procedure),http://snomed.info/id/27219008
Procedure (procedure),Euthanasia (procedure),http://snomed.info/id/405255005
Procedure (procedure),Calculated laboratory test method (procedure),http://snomed.info/id/117337005
Procedure (procedure),Adult screening - second recall (procedure),http://snomed.info/id/185656001
Procedure (procedure),Blood specimen care (regime/therapy),http://snomed.info/id/385834004
Procedure (procedure),Preparation of plastic embedded tissue specimen (procedure),http://snomed.info/id/787374007
Procedure (procedure),Chronic disease monitoring - second recall (procedure),http://snomed.info/id/185680002
Procedure (procedure),Electron probe scan (procedure),http://snomed.info/id/69782000
Procedure (procedure),Encounter for symptom (procedure),http://snomed.info/id/185345009
Procedure (procedure),Provision of day care (regime/therapy),http://snomed.info/id/304903009
Procedure (procedure),"Packed red blood cell preparation, sedimentation (procedure)",http://snomed.info/id/18921005
Procedure (procedure),Urinary disorder monitoring (regime/therapy),http://snomed.info/id/170874002
Procedure (procedure),Preparation of formalin fixed paraffin embedded tissue specimen (procedure),http://snomed.info/id/787376009
Procedure (procedure),Notification of ophthalmia neonatorum (procedure),http://snomed.info/id/170522007
Procedure (procedure),Documenting observations (procedure),http://snomed.info/id/223493006
Procedure (procedure),"Hypotension, induction and maintenance (procedure)",http://snomed.info/id/31695008
Procedure (procedure),Epistaxis care (regime/therapy),http://snomed.info/id/707076002
Procedure (procedure),Family process analysis (regime/therapy),http://snomed.info/id/408921003
Procedure (procedure),Promotion of bladder routine (procedure),http://snomed.info/id/710139008
Procedure (procedure),Moving patient using transfer technique (procedure),http://snomed.info/id/710960001
Procedure (procedure),Care of immunosuppressed patient (regime/therapy),http://snomed.info/id/133896000
Procedure (procedure),Provision of childminding (regime/therapy),http://snomed.info/id/312651008
Procedure (procedure),In vitro fertilization with intracytoplasmic sperm injection (procedure),http://snomed.info/id/425901007
Procedure (procedure),Tissue autoradiography (procedure),http://snomed.info/id/59911006
Procedure (procedure),Patient follow-up to return when and if necessary (procedure),http://snomed.info/id/91310009
Procedure (procedure),Liaising with referral source (procedure),http://snomed.info/id/709010006
Procedure (procedure),Telepractice consultation (procedure),http://snomed.info/id/763184009
Procedure (procedure),Discharge from radiology service (procedure),http://snomed.info/id/306647003
Procedure (procedure),"Patient discharge, to legal custody (procedure)",http://snomed.info/id/50861005
Procedure (procedure),Kosher diet (regime/therapy),http://snomed.info/id/765025006
Procedure (procedure),Feeding regime (regime/therapy),http://snomed.info/id/418995006
Procedure (procedure),Support (regime/therapy),http://snomed.info/id/243114000
Procedure (procedure),Admission from establishment (procedure),http://snomed.info/id/427675001
Procedure (procedure),Admission to establishment (procedure),http://snomed.info/id/305335007
Procedure (procedure),Email encounter from third party (procedure),http://snomed.info/id/713776001
Procedure (procedure),Specimen dispatch (procedure),http://snomed.info/id/866038007
Procedure (procedure),Procedure on tissue block (procedure),http://snomed.info/id/434288009
Procedure (procedure),Promotion of effective family communication (procedure),http://snomed.info/id/710146004
Procedure (procedure),Chart opening (procedure),http://snomed.info/id/29064005
Procedure (procedure),Transfer of care to hospital (procedure),http://snomed.info/id/429202003
Procedure (procedure),Induced termination of pregnancy (procedure),http://snomed.info/id/714812005
Procedure (procedure),Centrifugation (procedure),http://snomed.info/id/85457002
Procedure (procedure),Cervical smear - Second recall (procedure),http://snomed.info/id/185604009
Procedure (procedure),Liaising with housing service (procedure),http://snomed.info/id/718532008
Procedure (procedure),Dietetic procedures (procedure),http://snomed.info/id/278846007
Procedure (procedure),Review of new housing development (procedure),http://snomed.info/id/719567002
Procedure (procedure),Outpatient procedure (procedure),http://snomed.info/id/371883000
Procedure (procedure),Care of patient's personal effects (procedure),http://snomed.info/id/24218006
Procedure (procedure),Close supervision (regime/therapy),http://snomed.info/id/225312004
Procedure (procedure),Provision of a special diet (regime/therapy),http://snomed.info/id/223456000
Procedure (procedure),Case conference (procedure),http://snomed.info/id/229058001
Procedure (procedure),Clinical laboratory specimen rejection (procedure),http://snomed.info/id/62087002
Procedure (procedure),Hindu diet (regime/therapy),http://snomed.info/id/765052001
Procedure (procedure),Annual visit (procedure),http://snomed.info/id/866149003
Procedure (procedure),Voluntary care (regime/therapy),http://snomed.info/id/709563009
Procedure (procedure),In-house ultrasound (procedure),http://snomed.info/id/185494005
Procedure (procedure),Preoperative hemodilution (procedure),http://snomed.info/id/233567007
Procedure (procedure),Psychological therapies - Daily intensive (procedure),http://snomed.info/id/391232004
Procedure (procedure),Hypertension monitoring invitation (procedure),http://snomed.info/id/310427004
Procedure (procedure),"Flow cytometry, cell marker analysis (procedure)",http://snomed.info/id/50183007
Procedure (procedure),Physician status report (procedure),http://snomed.info/id/385779005
Procedure (procedure),Patient encounter procedure (procedure),http://snomed.info/id/308335008
Procedure (procedure),Drug addiction notification (procedure),http://snomed.info/id/270393005
Procedure (procedure),In-house ENT (procedure),http://snomed.info/id/185489005
Procedure (procedure),Notification of measles (procedure),http://snomed.info/id/170521000
Procedure (procedure),Crisis/short term interventions in mental health care - 24 hour intensive (procedure),http://snomed.info/id/391044009
Procedure (procedure),"Chromosome analysis, cytogenetic procedure AND/OR molecular biology method (procedure)",http://snomed.info/id/108261007
Procedure (procedure),Mental health support groups staff facilitated - 1-3 contacts/month (procedure),http://snomed.info/id/391224007
Procedure (procedure),Hypothyroidism monitoring first letter (procedure),http://snomed.info/id/414439002
Procedure (procedure),"Cytopathology procedure, filtering of smear, nongenital source (procedure)",http://snomed.info/id/48595005
Procedure (procedure),Communication from: (procedure),http://snomed.info/id/185438005
Procedure (procedure),Atkins diet (regime/therapy),http://snomed.info/id/765024005
Procedure (procedure),Health administration (procedure),http://snomed.info/id/394867009
Procedure (procedure),Intermittent self-catheterize (regime/therapy),http://snomed.info/id/170883007
Procedure (procedure),"Cytopathology, review of slides and report, cerebrospinal fluid (procedure)",http://snomed.info/id/104161009
Procedure (procedure),Review of major housing adaptation plan (procedure),http://snomed.info/id/719572006
Procedure (procedure),Promotion of self management of symptom (procedure),http://snomed.info/id/710157009
Procedure (procedure),Transportation request (procedure),http://snomed.info/id/428632005
Procedure (procedure),Patient disposition (procedure),http://snomed.info/id/107726003
Procedure (procedure),Mental health functional therapies - 1-3 contacts/month (procedure),http://snomed.info/id/391260002
Procedure (procedure),Cremation certification (procedure),http://snomed.info/id/270113003
Procedure (procedure),Physical medicine procedure (procedure),http://snomed.info/id/66500008
Procedure (procedure),Preparation of written report for lawyer (procedure),http://snomed.info/id/49978002
Procedure (procedure),Staff development (procedure),http://snomed.info/id/386446004
Procedure (procedure),Care regime (regime/therapy),http://snomed.info/id/225365006
Procedure (procedure),Stress monitoring invitation (procedure),http://snomed.info/id/310430006
Procedure (procedure),Breast screening recall (procedure),http://snomed.info/id/308487008
Procedure (procedure),Emergency mental health assessment - 24 hour not intensive (procedure),http://snomed.info/id/391036009
Procedure (procedure),Equipment monitoring (regime/therapy),http://snomed.info/id/284036006
Procedure (procedure),Growth and development treatments and procedures (regime/therapy),http://snomed.info/id/385984007
Procedure (procedure),Mental health monitoring invitation (procedure),http://snomed.info/id/414669002
Procedure (procedure),Adult abnormal - First recall (procedure),http://snomed.info/id/185659008
Procedure (procedure),Promotion of self-toileting (procedure),http://snomed.info/id/733915005
Procedure (procedure),Homeless mental health care - Part day : day care (procedure),http://snomed.info/id/391192006
Procedure (procedure),Encounter by short message service text messaging (procedure),http://snomed.info/id/445450000
Procedure (procedure),Psychologic evaluation or test procedure (procedure),http://snomed.info/id/45392008
Procedure (procedure),Giving cut up food (procedure),http://snomed.info/id/226009001
Procedure (procedure),Room temperature decreased (procedure),http://snomed.info/id/241743005
Procedure (procedure),Nucleic acid molecular isolation or extraction method (procedure),http://snomed.info/id/104166004
Procedure (procedure),Accelerated partial breast irradiation (regime/therapy),http://snomed.info/id/22741000087109
Procedure (procedure),Chemical method (procedure),http://snomed.info/id/55284006
Procedure (procedure),Hormone replacement monitoring third letter (procedure),http://snomed.info/id/185913009
Procedure (procedure),Surgical biopsy taken (procedure),http://snomed.info/id/165129008
Procedure (procedure),Discharge to hospital (procedure),http://snomed.info/id/306699001
Procedure (procedure),Supervision while performing procedure (regime/therapy),http://snomed.info/id/304579001
Procedure (procedure),Death verification (procedure),http://snomed.info/id/428413005
Procedure (procedure),Private home delivery booking (procedure),http://snomed.info/id/169624005
Procedure (procedure),"Post-operative follow-up, anesthesia (procedure)",http://snomed.info/id/49730009
Procedure (procedure),Promotion of use of hip protector (procedure),http://snomed.info/id/710128005
Procedure (procedure),Tissue processing technique (procedure),http://snomed.info/id/13283003
Procedure (procedure),Handling of oriented specimen (procedure),http://snomed.info/id/787379002
Procedure (procedure),Blood compatibility test (procedure),http://snomed.info/id/250404007
Procedure (procedure),Patient identification (procedure),http://snomed.info/id/372039005
Procedure (procedure),In-house chiropody - domiciliary visit (procedure),http://snomed.info/id/185497003
Procedure (procedure),Analysis using reverse transcriptase polymerase chain reaction technique (procedure),http://snomed.info/id/444077007
Procedure (procedure),Discharge from intensive care service (procedure),http://snomed.info/id/306568008
Procedure (procedure),Coping support (regime/therapy),http://snomed.info/id/385722003
Procedure (procedure),Preservation of spontaneous respiration during anesthesia or sedation (procedure),http://snomed.info/id/397939007
Procedure (procedure),"Special cytopathology procedure, liquefaction of sputum and smear (procedure)",http://snomed.info/id/58029008
Procedure (procedure),Ensuring mobility aid available (procedure),http://snomed.info/id/225991001
Procedure (procedure),Nuclear medicine service (procedure),http://snomed.info/id/310058008
Procedure (procedure),Prospective audit (procedure),http://snomed.info/id/28436000
Procedure (procedure),Blood pressure screening - second recall (procedure),http://snomed.info/id/185670001
Procedure (procedure),Storage (procedure),http://snomed.info/id/440276004
Procedure (procedure),Medical records review (procedure),http://snomed.info/id/312853008
Procedure (procedure),Moving a patient (procedure),http://snomed.info/id/56469005
Procedure (procedure),History and physical examination with evaluation and management of nursing facility patient (procedure),http://snomed.info/id/207195004
Procedure (procedure),Making patient bed (procedure),http://snomed.info/id/24530001
Procedure (procedure),Patient call procedure (procedure),http://snomed.info/id/308397003
Procedure (procedure),Analysis using polymerase chain reaction polyacrylamide gel electrophoresis technique (procedure),http://snomed.info/id/444285005
Procedure (procedure),Routine enquiry about domestic abuse (procedure),http://snomed.info/id/700410005
Procedure (procedure),Glaucoma monitoring (regime/therapy),http://snomed.info/id/170946006
Procedure (procedure),Discharge from service (procedure),http://snomed.info/id/306562009
Procedure (procedure),Analysis using chain termination sequencing technique (procedure),http://snomed.info/id/444152008
Procedure (procedure),"Special stain, blood or bone marrow, explain by report (procedure)",http://snomed.info/id/80246006
Procedure (procedure),Discharge from occupational health service (procedure),http://snomed.info/id/306619002
Procedure (procedure),Notification of acute polio (procedure),http://snomed.info/id/170529003
Procedure (procedure),New patient screening verbal invitation (procedure),http://snomed.info/id/185895002
Procedure (procedure),Cessation of anesthesia by withdrawal of anesthetic agent (procedure),http://snomed.info/id/397963004
Procedure (procedure),Spore stain method (procedure),http://snomed.info/id/406932008
Procedure (procedure),Invitation for diabetes screening (procedure),http://snomed.info/id/704408003
Procedure (procedure),Review of major housing adaptation (procedure),http://snomed.info/id/719571004
Procedure (procedure),Admission for social reasons (procedure),http://snomed.info/id/313331005
Procedure (procedure),Cryopreservation for genetic studies (procedure),http://snomed.info/id/28680007
Procedure (procedure),"Patient discharge, elopement (procedure)",http://snomed.info/id/34596002
Procedure (procedure),Tetracycline labeling of bone (procedure),http://snomed.info/id/78518004
Procedure (procedure),Ensuring environmental adaptations prepared prior to hospital discharge (procedure),http://snomed.info/id/225989009
Procedure (procedure),Molecular genetics procedure (procedure),http://snomed.info/id/116148004
Procedure (procedure),Transportation by taxi (procedure),http://snomed.info/id/715956002
Procedure (procedure),Short stay delivery booking (procedure),http://snomed.info/id/169629000
Procedure (procedure),Procedure on tissue specimen (procedure),http://snomed.info/id/430820001
Procedure (procedure),Medical service (procedure),http://snomed.info/id/373655009
Procedure (procedure),Molecular biology method (procedure),http://snomed.info/id/108262000
Procedure (procedure),Observation of behavior (regime/therapy),http://snomed.info/id/225404006
Procedure (procedure),Notification of glandular fever (procedure),http://snomed.info/id/170534004
Procedure (procedure),Patient transfer to skilled nursing facility (procedure),http://snomed.info/id/25675004
Procedure (procedure),Liaising with education service (procedure),http://snomed.info/id/709758008
Procedure (procedure),Moving a patient in bed (procedure),http://snomed.info/id/359965008
Procedure (procedure),Surgical biopsy not taken (procedure),http://snomed.info/id/165130003
Procedure (procedure),Sedation reversal using a specific sedative drug reversal agent (procedure),http://snomed.info/id/398012004
Procedure (procedure),Maintenance of spontaneous respiration (procedure),http://snomed.info/id/414641005
Procedure (procedure),Homeless mental health care - Daily intensive (procedure),http://snomed.info/id/391194007
Procedure (procedure),Obstetric investigation (procedure),http://snomed.info/id/271992004
Procedure (procedure),Flagellar stain method (procedure),http://snomed.info/id/406857004
Procedure (procedure),Nutrition / feeding management (regime/therapy),http://snomed.info/id/413315001
Procedure (procedure),Liaising with speech and language therapist (procedure),http://snomed.info/id/225984004
Procedure (procedure),Visit with nurse at next appointment requested (procedure),http://snomed.info/id/440568002
Procedure (procedure),Stress monitoring third letter (procedure),http://snomed.info/id/185782002
Procedure (procedure),Feeding patient (regime/therapy),http://snomed.info/id/75118006
Procedure (procedure),Manual microdissection of tissue specimen (procedure),http://snomed.info/id/439496004
Procedure (procedure),Second patient recall (procedure),http://snomed.info/id/185550002
Procedure (procedure),Determination of disposition of blood product (procedure),http://snomed.info/id/104079006
Procedure (procedure),Well man monitoring invitation (procedure),http://snomed.info/id/310433008
Procedure (procedure),Administrative procedure (procedure),http://snomed.info/id/14734007
Procedure (procedure),Analysis of genome for mutation using heteroduplex technique (procedure),http://snomed.info/id/444156006
Procedure (procedure),Liquid diet (regime/therapy),http://snomed.info/id/435731000124108
Procedure (procedure),Induction and delivery procedures (procedure),http://snomed.info/id/177128002
Procedure (procedure),Crisis/short term interventions in mental health care - Full day : day care (procedure),http://snomed.info/id/391046006
Procedure (procedure),Discharge from rehabilitation service (procedure),http://snomed.info/id/308018004
Procedure (procedure),Learning disabilities health action plan reviewed (procedure),http://snomed.info/id/413163007
Procedure (procedure),Calcofluor white stain (procedure),http://snomed.info/id/77281003
Procedure (procedure),Organ procurement facilitation (procedure),http://snomed.info/id/386379000
Procedure (procedure),Emergency mental health assessment - 24 hour intensive (procedure),http://snomed.info/id/391035008
Procedure (procedure),Delivery place booking (procedure),http://snomed.info/id/410539008
Procedure (procedure),Neurovascular care (regime/therapy),http://snomed.info/id/408973002
Procedure (procedure),Dying care (regime/therapy),http://snomed.info/id/385736008
Procedure (procedure),Promotion (procedure),http://snomed.info/id/710135002
Procedure (procedure),Notification of dysentery (procedure),http://snomed.info/id/170517007
Procedure (procedure),Medical service audit (procedure),http://snomed.info/id/16817006
Procedure (procedure),Medical testimony (procedure),http://snomed.info/id/82766007
Procedure (procedure),Symptom management (procedure),http://snomed.info/id/713148004
Procedure (procedure),Immunocytochemical procedure (procedure),http://snomed.info/id/127798001
Procedure (procedure),Analysis using single strand conformation polymorphism technique (procedure),http://snomed.info/id/444151001
Procedure (procedure),Ambulating with assistance of team of people (procedure),http://snomed.info/id/707741008
Procedure (procedure),Mental health crisis resolution - Part day (procedure),http://snomed.info/id/391055009
